"mixture","Replication","Dilution","Response","celltype","phenotype"
"POD-L","2",0.1,0.870688190601183,"HUVECs","Total Tube Length"
"RFD-H","2",0.1,1.09222458046442,"HUVECs","Total Tube Length"
"Expo-H","2",0.1,1.13331432448899,"HUVECs","Total Tube Length"
"Expo-L","2",0.1,1.02429934004739,"HUVECs","Total Tube Length"
"AC50-H","2",0.1,0,"HUVECs","Total Tube Length"
"POD-H","2",0.1,0.0034130948160133,"HUVECs","Total Tube Length"
"RFD-L","2",0.1,1.07818050277968,"HUVECs","Total Tube Length"
"AC50-L","3",0.1,0.910469467227196,"HUVECs","Total Tube Length"
"POD-L","3",0.1,1.12521489024436,"HUVECs","Total Tube Length"
"RFD-H","3",0.1,1.1122498801381,"HUVECs","Total Tube Length"
"Expo-H","3",0.1,0.961709030680166,"HUVECs","Total Tube Length"
"Expo-L","3",0.1,1.11392204298194,"HUVECs","Total Tube Length"
"AC50-H","3",0.1,0,"HUVECs","Total Tube Length"
"POD-H","3",0.1,0.0694919002197193,"HUVECs","Total Tube Length"
"RFD-L","3",0.1,0.951216313365286,"HUVECs","Total Tube Length"
"AC50-L","4",0.1,0.978104006544393,"HUVECs","Total Tube Length"
"POD-L","4",0.1,1.30196740257096,"HUVECs","Total Tube Length"
"RFD-H","4",0.1,1.11621173544376,"HUVECs","Total Tube Length"
"Expo-H","4",0.1,0.974230709857733,"HUVECs","Total Tube Length"
"Expo-L","4",0.1,0.981750965537061,"HUVECs","Total Tube Length"
"AC50-H","4",0.1,0,"HUVECs","Total Tube Length"
"POD-H","4",0.1,0.448972555087247,"HUVECs","Total Tube Length"
"RFD-L","4",0.1,0.953834257225645,"HUVECs","Total Tube Length"
"AC50-L","5",0.1,1.16145421913972,"HUVECs","Total Tube Length"
"POD-L","5",0.1,1.31140602499159,"HUVECs","Total Tube Length"
"RFD-H","5",0.1,1.08663589229195,"HUVECs","Total Tube Length"
"Expo-H","5",0.1,1.02555685661368,"HUVECs","Total Tube Length"
"Expo-L","5",0.1,1.13096113279263,"HUVECs","Total Tube Length"
"AC50-H","5",0.1,0,"HUVECs","Total Tube Length"
"POD-H","5",0.1,0.238853785429806,"HUVECs","Total Tube Length"
"RFD-L","5",0.1,1.03074067242577,"HUVECs","Total Tube Length"
"AC50-L","6",0.1,0.894453196869111,"HUVECs","Total Tube Length"
"POD-L","6",0.1,0.970762391887771,"HUVECs","Total Tube Length"
"RFD-H","6",0.1,0.95633820468074,"HUVECs","Total Tube Length"
"Expo-H","6",0.1,0.902323333410248,"HUVECs","Total Tube Length"
"Expo-L","6",0.1,1.13034676961539,"HUVECs","Total Tube Length"
"AC50-H","6",0.1,0,"HUVECs","Total Tube Length"
"POD-H","6",0.1,0.443147301592444,"HUVECs","Total Tube Length"
"RFD-L","6",0.1,0.916460391842766,"HUVECs","Total Tube Length"
"AC50-L","1",1,0.990032124929202,"HUVECs","Total Tube Length"
"POD-L","1",1,0.0017642103785322,"HUVECs","Total Tube Length"
"RFD-H","1",1,1.57876847311207,"HUVECs","Total Tube Length"
"Expo-H","1",1,1.29624203374992,"HUVECs","Total Tube Length"
"Expo-L","1",1,1.22688333173501,"HUVECs","Total Tube Length"
"AC50-H","1",1,0,"HUVECs","Total Tube Length"
"POD-H","1",1,0.00573863016851534,"HUVECs","Total Tube Length"
"RFD-L","1",1,1.2820280225028,"HUVECs","Total Tube Length"
"AC50-L","2",1,1.35663062719601,"HUVECs","Total Tube Length"
"POD-L","2",1,0,"HUVECs","Total Tube Length"
"RFD-H","2",1,1.57889994692905,"HUVECs","Total Tube Length"
"Expo-H","2",1,1.18696608737444,"HUVECs","Total Tube Length"
"Expo-L","2",1,1.21982534137812,"HUVECs","Total Tube Length"
"AC50-H","2",1,0,"HUVECs","Total Tube Length"
"POD-H","2",1,0.0297851916490002,"HUVECs","Total Tube Length"
"RFD-L","2",1,1.53090908231769,"HUVECs","Total Tube Length"
"AC50-L","3",1,1.12211940328318,"HUVECs","Total Tube Length"
"POD-L","3",1,0.0047835577991528,"HUVECs","Total Tube Length"
"RFD-H","3",1,1.34138792228945,"HUVECs","Total Tube Length"
"Expo-H","3",1,1.01668054809013,"HUVECs","Total Tube Length"
"Expo-L","3",1,1.26789939609096,"HUVECs","Total Tube Length"
"AC50-H","3",1,0,"HUVECs","Total Tube Length"
"POD-H","3",1,0.00124748501087812,"HUVECs","Total Tube Length"
"RFD-L","3",1,1.12253274104283,"HUVECs","Total Tube Length"
"AC50-L","4",1,0.916932930250159,"HUVECs","Total Tube Length"
"POD-L","4",1,0.352412179797922,"HUVECs","Total Tube Length"
"RFD-H","4",1,1.3650943576545,"HUVECs","Total Tube Length"
"Expo-H","4",1,1.28176970702979,"HUVECs","Total Tube Length"
"Expo-L","4",1,1.29511021883821,"HUVECs","Total Tube Length"
"AC50-H","4",1,0,"HUVECs","Total Tube Length"
"POD-H","4",1,0.175892013175767,"HUVECs","Total Tube Length"
"RFD-L","4",1,1.07124670199663,"HUVECs","Total Tube Length"
"AC50-L","5",1,1.3088744337117,"HUVECs","Total Tube Length"
"POD-L","5",1,0.0554554294007133,"HUVECs","Total Tube Length"
"RFD-H","5",1,1.57060187683155,"HUVECs","Total Tube Length"
"Expo-H","5",1,1.25415094462482,"HUVECs","Total Tube Length"
"Expo-L","5",1,1.23389252128962,"HUVECs","Total Tube Length"
"AC50-H","5",1,0,"HUVECs","Total Tube Length"
"POD-H","5",1,0.16401622810367,"HUVECs","Total Tube Length"
"RFD-L","5",1,1.48012424736912,"HUVECs","Total Tube Length"
"AC50-L","6",1,0.882830966277727,"HUVECs","Total Tube Length"
"POD-L","6",1,0.260017480384285,"HUVECs","Total Tube Length"
"RFD-H","6",1,1.18194872191631,"HUVECs","Total Tube Length"
"Expo-H","6",1,1.18927034701293,"HUVECs","Total Tube Length"
"Expo-L","6",1,1.23448069558361,"HUVECs","Total Tube Length"
"AC50-H","6",1,0,"HUVECs","Total Tube Length"
"POD-H","6",1,0.00489690996538436,"HUVECs","Total Tube Length"
"RFD-L","6",1,0.989448217535226,"HUVECs","Total Tube Length"
"AC50-L","1",0.0001,1.08113335523199,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","1",0.0001,0.883636718085234,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","1",0.0001,0.999516488306138,"iCell Hepatocytes","All Cell Mean Area"
"Expo-H","1",0.0001,1.11553379097631,"iCell Hepatocytes","All Cell Mean Area"
"Expo-L","1",0.0001,0.953883117934285,"iCell Hepatocytes","All Cell Mean Area"
"AC50-H","1",0.0001,0.995581055968803,"iCell Hepatocytes","All Cell Mean Area"
"POD-H","1",0.0001,0.998441895294527,"iCell Hepatocytes","All Cell Mean Area"
"RFD-L","1",0.0001,1.05046836292159,"iCell Hepatocytes","All Cell Mean Area"
"AC50-L","2",0.0001,1.1836363099463,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","2",0.0001,1.26147488822795,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","2",0.0001,0.988056970102689,"iCell Hepatocytes","All Cell Mean Area"
"Expo-H","2",0.0001,1.12259721739835,"iCell Hepatocytes","All Cell Mean Area"
"Expo-L","2",0.0001,0.935172224752066,"iCell Hepatocytes","All Cell Mean Area"
"AC50-H","2",0.0001,1.00074746792116,"iCell Hepatocytes","All Cell Mean Area"
"POD-H","2",0.0001,1.05706658322414,"iCell Hepatocytes","All Cell Mean Area"
"RFD-L","2",0.0001,1.03886281190271,"iCell Hepatocytes","All Cell Mean Area"
"AC50-L","3",0.0001,1.22989682641135,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","3",0.0001,0.838473013629127,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","3",0.0001,0.99440150329323,"iCell Hepatocytes","All Cell Mean Area"
"Expo-H","3",0.0001,1.05394145201422,"iCell Hepatocytes","All Cell Mean Area"
"Expo-L","3",0.0001,1.11972888578039,"iCell Hepatocytes","All Cell Mean Area"
"AC50-H","3",0.0001,1.13156859816754,"iCell Hepatocytes","All Cell Mean Area"
"POD-H","3",0.0001,0.967699719824897,"iCell Hepatocytes","All Cell Mean Area"
"RFD-L","3",0.0001,1.10715142876568,"iCell Hepatocytes","All Cell Mean Area"
"AC50-L","4",0.0001,0.995262084465409,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","4",0.0001,0.931585829657033,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","4",0.0001,0.913304722110776,"iCell Hepatocytes","All Cell Mean Area"
"Expo-H","4",0.0001,0.917943348298506,"iCell Hepatocytes","All Cell Mean Area"
"Expo-L","4",0.0001,0.964867165503982,"iCell Hepatocytes","All Cell Mean Area"
"AC50-H","4",0.0001,1.08601372920949,"iCell Hepatocytes","All Cell Mean Area"
"POD-H","4",0.0001,0.952817869751364,"iCell Hepatocytes","All Cell Mean Area"
"RFD-L","4",0.0001,0.915101578378359,"iCell Hepatocytes","All Cell Mean Area"
"AC50-L","5",0.0001,1.15391743081261,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","5",0.0001,1.05018723113954,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","5",0.0001,0.978662573474216,"iCell Hepatocytes","All Cell Mean Area"
"Expo-H","5",0.0001,0.980961283932736,"iCell Hepatocytes","All Cell Mean Area"
"Expo-L","5",0.0001,0.978059031384587,"iCell Hepatocytes","All Cell Mean Area"
"AC50-H","5",0.0001,1.08003515589288,"iCell Hepatocytes","All Cell Mean Area"
"POD-H","5",0.0001,1.01755211697436,"iCell Hepatocytes","All Cell Mean Area"
"RFD-L","5",0.0001,1.02091442549162,"iCell Hepatocytes","All Cell Mean Area"
"AC50-L","6",0.0001,1.0303583728688,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","6",0.0001,0.886016710851425,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","6",0.0001,0.939311006631737,"iCell Hepatocytes","All Cell Mean Area"
"Expo-H","6",0.0001,0.969980895407383,"iCell Hepatocytes","All Cell Mean Area"
"Expo-L","6",0.0001,0.882928587454894,"iCell Hepatocytes","All Cell Mean Area"
"AC50-H","6",0.0001,0.946780584603791,"iCell Hepatocytes","All Cell Mean Area"
"POD-H","6",0.0001,0.971877966863478,"iCell Hepatocytes","All Cell Mean Area"
"RFD-L","6",0.0001,0.932431988664068,"iCell Hepatocytes","All Cell Mean Area"
"AC50-L","1",0.001,1.28172734846297,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","1",0.001,1.08803012400468,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","1",0.001,1.04013444544284,"iCell Hepatocytes","All Cell Mean Area"
"Expo-H","1",0.001,1.06989495135524,"iCell Hepatocytes","All Cell Mean Area"
"Expo-L","1",0.001,0.963152291462929,"iCell Hepatocytes","All Cell Mean Area"
"AC50-H","1",0.001,0.785360421507353,"iCell Hepatocytes","All Cell Mean Area"
"POD-H","1",0.001,1.06744326041306,"iCell Hepatocytes","All Cell Mean Area"
"RFD-L","1",0.001,1.06776722861867,"iCell Hepatocytes","All Cell Mean Area"
"AC50-L","2",0.001,1.23532652079495,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","2",0.001,1.02642002584152,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","2",0.001,1.0320916234908,"iCell Hepatocytes","All Cell Mean Area"
"Expo-H","2",0.001,1.32131826857881,"iCell Hepatocytes","All Cell Mean Area"
"Expo-L","2",0.001,0.873748898829554,"iCell Hepatocytes","All Cell Mean Area"
"AC50-H","2",0.001,0.543093532121973,"iCell Hepatocytes","All Cell Mean Area"
"POD-H","2",0.001,0.972065006742707,"iCell Hepatocytes","All Cell Mean Area"
"RFD-L","2",0.001,1.08684678450149,"iCell Hepatocytes","All Cell Mean Area"
"AC50-L","3",0.001,1.21956459135419,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","3",0.001,0.883665504042922,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","3",0.001,0.978318384400572,"iCell Hepatocytes","All Cell Mean Area"
"Expo-H","3",0.001,1.082320651184,"iCell Hepatocytes","All Cell Mean Area"
"Expo-L","3",0.001,0.937730138553436,"iCell Hepatocytes","All Cell Mean Area"
"AC50-H","3",0.001,0.754501840390778,"iCell Hepatocytes","All Cell Mean Area"
"POD-H","3",0.001,1.02256691080735,"iCell Hepatocytes","All Cell Mean Area"
"RFD-L","3",0.001,1.01223021595393,"iCell Hepatocytes","All Cell Mean Area"
"AC50-L","4",0.001,1.00476621960631,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","4",0.001,0.952809412141156,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","4",0.001,0.857525845023562,"iCell Hepatocytes","All Cell Mean Area"
"Expo-H","4",0.001,0.814413722406403,"iCell Hepatocytes","All Cell Mean Area"
"Expo-L","4",0.001,0.96246971740097,"iCell Hepatocytes","All Cell Mean Area"
"AC50-H","4",0.001,0.763256457998405,"iCell Hepatocytes","All Cell Mean Area"
"POD-H","4",0.001,1.00229697929898,"iCell Hepatocytes","All Cell Mean Area"
"RFD-L","4",0.001,0.952202821509231,"iCell Hepatocytes","All Cell Mean Area"
"AC50-L","5",0.001,1.23477913385343,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","5",0.001,1.05942140915918,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","5",0.001,0.956891701917722,"iCell Hepatocytes","All Cell Mean Area"
"Expo-H","5",0.001,0.963665590292015,"iCell Hepatocytes","All Cell Mean Area"
"Expo-L","5",0.001,0.921948045261741,"iCell Hepatocytes","All Cell Mean Area"
"AC50-H","5",0.001,0.6802946025684,"iCell Hepatocytes","All Cell Mean Area"
"POD-H","5",0.001,0.999498776786422,"iCell Hepatocytes","All Cell Mean Area"
"RFD-L","5",0.001,1.0166976002565,"iCell Hepatocytes","All Cell Mean Area"
"AC50-L","6",0.001,0.92600909191905,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","6",0.001,0.928976349958956,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","6",0.001,1.01069296448131,"iCell Hepatocytes","All Cell Mean Area"
"Expo-H","6",0.001,1.0683754032616,"iCell Hepatocytes","All Cell Mean Area"
"Expo-L","6",0.001,0.915100988649775,"iCell Hepatocytes","All Cell Mean Area"
"AC50-H","6",0.001,0.713489296651945,"iCell Hepatocytes","All Cell Mean Area"
"POD-H","6",0.001,1.04330122988312,"iCell Hepatocytes","All Cell Mean Area"
"RFD-L","6",0.001,1.00723673765889,"iCell Hepatocytes","All Cell Mean Area"
"AC50-L","1",0.1,1.36456021179841,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","1",0.1,1.09110096677941,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","1",0.1,1.0641378370437,"iCell Hepatocytes","All Cell Mean Area"
"Expo-H","1",0.1,1.02718849396968,"iCell Hepatocytes","All Cell Mean Area"
"Expo-L","1",0.1,0.963449998722269,"iCell Hepatocytes","All Cell Mean Area"
"AC50-H","1",0.1,1.19146231050478,"iCell Hepatocytes","All Cell Mean Area"
"POD-H","1",0.1,1.83649902809566,"iCell Hepatocytes","All Cell Mean Area"
"RFD-L","1",0.1,1.19123934551432,"iCell Hepatocytes","All Cell Mean Area"
"AC50-L","2",0.01,1.4274517925632,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","2",0.01,1.26209185153339,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","2",0.01,1.2503378254297,"iCell Hepatocytes","All Cell Mean Area"
"Expo-H","2",0.01,1.16585877186181,"iCell Hepatocytes","All Cell Mean Area"
"Expo-L","2",0.01,0.935517488002154,"iCell Hepatocytes","All Cell Mean Area"
"AC50-H","2",0.01,0.833856734231925,"iCell Hepatocytes","All Cell Mean Area"
"POD-H","2",0.01,1.10783168697798,"iCell Hepatocytes","All Cell Mean Area"
"RFD-L","2",0.01,0.913954677844802,"iCell Hepatocytes","All Cell Mean Area"
"AC50-L","3",0.01,1.28276633757233,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","3",0.01,0.939987818705005,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","3",0.01,0.919101899158702,"iCell Hepatocytes","All Cell Mean Area"
"Expo-H","3",0.01,1.09844290982233,"iCell Hepatocytes","All Cell Mean Area"
"Expo-L","3",0.01,0.983293899421305,"iCell Hepatocytes","All Cell Mean Area"
"AC50-H","3",0.01,1.2926117349812,"iCell Hepatocytes","All Cell Mean Area"
"POD-H","3",0.01,1.99894998496144,"iCell Hepatocytes","All Cell Mean Area"
"RFD-L","3",0.01,1.02496776365764,"iCell Hepatocytes","All Cell Mean Area"
"AC50-L","4",0.01,1.02811031139472,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","4",0.01,0.865565724372995,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","4",0.01,0.85017142847593,"iCell Hepatocytes","All Cell Mean Area"
"Expo-H","4",0.01,0.889464874827303,"iCell Hepatocytes","All Cell Mean Area"
"Expo-L","4",0.01,0.961242277917892,"iCell Hepatocytes","All Cell Mean Area"
"AC50-H","4",0.01,0.704744237263881,"iCell Hepatocytes","All Cell Mean Area"
"POD-H","4",0.01,1.08847932963465,"iCell Hepatocytes","All Cell Mean Area"
"RFD-L","4",0.01,0.924526151721419,"iCell Hepatocytes","All Cell Mean Area"
"AC50-L","5",0.01,0.925448330932229,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","5",0.01,1.09271012144726,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","5",0.01,0.92641604331257,"iCell Hepatocytes","All Cell Mean Area"
"Expo-H","5",0.01,1.04842263109195,"iCell Hepatocytes","All Cell Mean Area"
"Expo-L","5",0.01,0.946807530043972,"iCell Hepatocytes","All Cell Mean Area"
"AC50-H","5",0.01,0.676089233536098,"iCell Hepatocytes","All Cell Mean Area"
"POD-H","5",0.01,1.02249571018135,"iCell Hepatocytes","All Cell Mean Area"
"RFD-L","5",0.01,1.06108058313782,"iCell Hepatocytes","All Cell Mean Area"
"AC50-L","6",0.01,1.08072907630489,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","6",0.01,0.988590770193964,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","6",0.01,1.01877818203536,"iCell Hepatocytes","All Cell Mean Area"
"Expo-H","6",0.01,1.07154377486137,"iCell Hepatocytes","All Cell Mean Area"
"Expo-L","6",0.01,0.932156917339192,"iCell Hepatocytes","All Cell Mean Area"
"AC50-H","6",0.01,0.791053058600278,"iCell Hepatocytes","All Cell Mean Area"
"POD-H","6",0.01,0.99226138913706,"iCell Hepatocytes","All Cell Mean Area"
"RFD-L","6",0.01,1.00353818878336,"iCell Hepatocytes","All Cell Mean Area"
"AC50-L","1",0.1,1.36456021179841,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","1",0.1,1.09110096677941,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","1",0.1,1.0641378370437,"iCell Hepatocytes","All Cell Mean Area"
"Expo-H","1",0.1,1.02718849396968,"iCell Hepatocytes","All Cell Mean Area"
"Expo-L","1",0.1,0.963449998722269,"iCell Hepatocytes","All Cell Mean Area"
"AC50-H","1",0.1,1.19146231050478,"iCell Hepatocytes","All Cell Mean Area"
"POD-H","1",0.1,1.83649902809566,"iCell Hepatocytes","All Cell Mean Area"
"RFD-L","1",0.1,1.19123934551432,"iCell Hepatocytes","All Cell Mean Area"
"AC50-L","2",0.1,0.605479336963254,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","2",0.1,1.08170629701107,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","2",0.1,1.27165410290392,"iCell Hepatocytes","All Cell Mean Area"
"Expo-H","2",0.1,1.40450851687402,"iCell Hepatocytes","All Cell Mean Area"
"Expo-L","2",0.1,0.821755424593198,"iCell Hepatocytes","All Cell Mean Area"
"AC50-H","2",0.1,0.991149192042982,"iCell Hepatocytes","All Cell Mean Area"
"POD-H","2",0.1,1.18408366998557,"iCell Hepatocytes","All Cell Mean Area"
"RFD-L","2",0.1,0.989381209656416,"iCell Hepatocytes","All Cell Mean Area"
"AC50-L","3",0.1,0.58586955488243,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","3",0.1,0.969879375606437,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","3",0.1,0.910064192365707,"iCell Hepatocytes","All Cell Mean Area"
"Expo-H","3",0.1,1.03199457534543,"iCell Hepatocytes","All Cell Mean Area"
"Expo-L","3",0.1,0.88993049592593,"iCell Hepatocytes","All Cell Mean Area"
"AC50-H","3",0.1,0.947669216506407,"iCell Hepatocytes","All Cell Mean Area"
"POD-H","3",0.1,0.974039623597983,"iCell Hepatocytes","All Cell Mean Area"
"RFD-L","3",0.1,0.929431439583239,"iCell Hepatocytes","All Cell Mean Area"
"AC50-L","4",0.1,0.687750068947731,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","4",0.1,0.941043447136147,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","4",0.1,0.837819229754098,"iCell Hepatocytes","All Cell Mean Area"
"Expo-H","4",0.1,0.860346273536354,"iCell Hepatocytes","All Cell Mean Area"
"Expo-L","4",0.1,0.907328212844216,"iCell Hepatocytes","All Cell Mean Area"
"AC50-H","4",0.1,0.839779142752529,"iCell Hepatocytes","All Cell Mean Area"
"POD-H","4",0.1,1.0886226175677,"iCell Hepatocytes","All Cell Mean Area"
"RFD-L","4",0.1,0.884562585179104,"iCell Hepatocytes","All Cell Mean Area"
"AC50-L","5",0.1,0.805082674216119,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","5",0.1,0.991571698335795,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","5",0.1,0.862979848319791,"iCell Hepatocytes","All Cell Mean Area"
"Expo-H","5",0.1,0.98139724642776,"iCell Hepatocytes","All Cell Mean Area"
"Expo-L","5",0.1,0.924272816567566,"iCell Hepatocytes","All Cell Mean Area"
"AC50-H","5",0.1,0.917351608836954,"iCell Hepatocytes","All Cell Mean Area"
"POD-H","5",0.1,1.13319835629805,"iCell Hepatocytes","All Cell Mean Area"
"RFD-L","5",0.1,0.933233595771265,"iCell Hepatocytes","All Cell Mean Area"
"AC50-L","6",0.1,0.644956533502065,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","6",0.1,0.941315861459836,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","6",0.1,0.887975344493312,"iCell Hepatocytes","All Cell Mean Area"
"Expo-H","6",0.1,0.957855677739086,"iCell Hepatocytes","All Cell Mean Area"
"Expo-L","6",0.1,0.845913003206454,"iCell Hepatocytes","All Cell Mean Area"
"AC50-H","6",0.1,0.99721580047987,"iCell Hepatocytes","All Cell Mean Area"
"POD-H","6",0.1,0.906039602716456,"iCell Hepatocytes","All Cell Mean Area"
"RFD-L","6",0.1,0.913395788449839,"iCell Hepatocytes","All Cell Mean Area"
"AC50-L","1",1,0.686004315031881,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","1",1,1.58761805124143,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","1",1,0.763616057374367,"iCell Hepatocytes","All Cell Mean Area"
"Expo-H","1",1,0.626038257187015,"iCell Hepatocytes","All Cell Mean Area"
"Expo-L","1",1,0.593001830960667,"iCell Hepatocytes","All Cell Mean Area"
"AC50-H","1",1,0.281741951330805,"iCell Hepatocytes","All Cell Mean Area"
"POD-H","1",1,0.344702445187362,"iCell Hepatocytes","All Cell Mean Area"
"RFD-L","1",1,0.567519874858635,"iCell Hepatocytes","All Cell Mean Area"
"AC50-L","2",1,0.699355964545283,"iCell Hepatocytes","All Cell Mean Area"
"POD-L","2",1,1.5142484549673,"iCell Hepatocytes","All Cell Mean Area"
"RFD-H","2",1,1.6010851810699,"iCell Hepatocytes","All Cell Mean Area"
