"mixture","Replication","Dilution","Response","celltype","phenotype"
"Expo-L","3",0.1,1.07679880108186,"iCell Hepatocytes","Mitochondrial Intensity"
"AC50-H","3",0.1,1.90248774777228,"iCell Hepatocytes","Mitochondrial Intensity"
"POD-H","3",0.1,2.06790760297583,"iCell Hepatocytes","Mitochondrial Intensity"
"RFD-L","3",0.1,0.957262957979638,"iCell Hepatocytes","Mitochondrial Intensity"
"AC50-L","4",0.1,0.522446855915246,"iCell Hepatocytes","Mitochondrial Intensity"
"POD-L","4",0.1,1.29309177733587,"iCell Hepatocytes","Mitochondrial Intensity"
"RFD-H","4",0.1,1.09914469470612,"iCell Hepatocytes","Mitochondrial Intensity"
"Expo-H","4",0.1,1.11070838312673,"iCell Hepatocytes","Mitochondrial Intensity"
"Expo-L","4",0.1,1.03579657003348,"iCell Hepatocytes","Mitochondrial Intensity"
"AC50-H","4",0.1,1.96840842761037,"iCell Hepatocytes","Mitochondrial Intensity"
"POD-H","4",0.1,1.65349271543152,"iCell Hepatocytes","Mitochondrial Intensity"
"RFD-L","4",0.1,0.801105214326843,"iCell Hepatocytes","Mitochondrial Intensity"
"AC50-L","5",0.1,0.552575099764393,"iCell Hepatocytes","Mitochondrial Intensity"
"POD-L","5",0.1,1.2631525339502,"iCell Hepatocytes","Mitochondrial Intensity"
"RFD-H","5",0.1,0.862826666959406,"iCell Hepatocytes","Mitochondrial Intensity"
"Expo-H","5",0.1,0.780667259735629,"iCell Hepatocytes","Mitochondrial Intensity"
"Expo-L","5",0.1,1.05369002285785,"iCell Hepatocytes","Mitochondrial Intensity"
"AC50-H","5",0.1,2.2207428860067,"iCell Hepatocytes","Mitochondrial Intensity"
"POD-H","5",0.1,0.829391699985471,"iCell Hepatocytes","Mitochondrial Intensity"
"RFD-L","5",0.1,1.01394570111487,"iCell Hepatocytes","Mitochondrial Intensity"
"AC50-L","6",0.1,0.896707505953235,"iCell Hepatocytes","Mitochondrial Intensity"
"POD-L","6",0.1,1.10809051536529,"iCell Hepatocytes","Mitochondrial Intensity"
"RFD-H","6",0.1,1.0376337994589,"iCell Hepatocytes","Mitochondrial Intensity"
"Expo-H","6",0.1,0.907549671518251,"iCell Hepatocytes","Mitochondrial Intensity"
"Expo-L","6",0.1,0.824526115530024,"iCell Hepatocytes","Mitochondrial Intensity"
"AC50-H","6",0.1,2.08374858712719,"iCell Hepatocytes","Mitochondrial Intensity"
"POD-H","6",0.1,0.992608273391429,"iCell Hepatocytes","Mitochondrial Intensity"
"RFD-L","6",0.1,0.949894349797632,"iCell Hepatocytes","Mitochondrial Intensity"
"AC50-L","1",1,1.67322484090578,"iCell Hepatocytes","Mitochondrial Intensity"
"POD-L","1",1,5.46598355135643,"iCell Hepatocytes","Mitochondrial Intensity"
"RFD-H","1",1,3.82821509676543,"iCell Hepatocytes","Mitochondrial Intensity"
"Expo-H","1",1,0.952812420049539,"iCell Hepatocytes","Mitochondrial Intensity"
"Expo-L","1",1,0.615805309724458,"iCell Hepatocytes","Mitochondrial Intensity"
"AC50-H","1",1,0.135260659596022,"iCell Hepatocytes","Mitochondrial Intensity"
"POD-H","1",1,1.04315071160016,"iCell Hepatocytes","Mitochondrial Intensity"
"RFD-L","1",1,0.893042405331553,"iCell Hepatocytes","Mitochondrial Intensity"
"AC50-L","2",1,2.10057854899924,"iCell Hepatocytes","Mitochondrial Intensity"
"POD-L","2",1,5.7561908392339,"iCell Hepatocytes","Mitochondrial Intensity"
"RFD-H","2",1,7.01058707526533,"iCell Hepatocytes","Mitochondrial Intensity"
"Expo-H","2",1,0.553824578534952,"iCell Hepatocytes","Mitochondrial Intensity"
"Expo-L","2",1,0.411381648721565,"iCell Hepatocytes","Mitochondrial Intensity"
"AC50-H","2",1,0.459564622551992,"iCell Hepatocytes","Mitochondrial Intensity"
"POD-H","2",1,0.879721225523159,"iCell Hepatocytes","Mitochondrial Intensity"
"RFD-L","2",1,0.399180147068363,"iCell Hepatocytes","Mitochondrial Intensity"
"AC50-L","3",1,1.39092786323309,"iCell Hepatocytes","Mitochondrial Intensity"
"POD-L","3",1,3.33501208639409,"iCell Hepatocytes","Mitochondrial Intensity"
"RFD-H","3",1,1.97968998849612,"iCell Hepatocytes","Mitochondrial Intensity"
"Expo-H","3",1,0.986343956683513,"iCell Hepatocytes","Mitochondrial Intensity"
"Expo-L","3",1,0.604049885190295,"iCell Hepatocytes","Mitochondrial Intensity"
"AC50-H","3",1,0.129968967604943,"iCell Hepatocytes","Mitochondrial Intensity"
"POD-H","3",1,1.6765352341601,"iCell Hepatocytes","Mitochondrial Intensity"
"RFD-L","3",1,0.355751818412976,"iCell Hepatocytes","Mitochondrial Intensity"
"AC50-L","4",1,0.900341809753528,"iCell Hepatocytes","Mitochondrial Intensity"
"POD-L","4",1,0.960374455688855,"iCell Hepatocytes","Mitochondrial Intensity"
"RFD-H","4",1,0.450010345058116,"iCell Hepatocytes","Mitochondrial Intensity"
"Expo-H","4",1,0.361434462674807,"iCell Hepatocytes","Mitochondrial Intensity"
"Expo-L","4",1,0.343940356356872,"iCell Hepatocytes","Mitochondrial Intensity"
"AC50-H","4",1,0.786216868871651,"iCell Hepatocytes","Mitochondrial Intensity"
"POD-H","4",1,0.391655697167323,"iCell Hepatocytes","Mitochondrial Intensity"
"RFD-L","4",1,0.386227247593587,"iCell Hepatocytes","Mitochondrial Intensity"
"AC50-L","5",1,0.563835360923361,"iCell Hepatocytes","Mitochondrial Intensity"
"POD-L","5",1,0.862209486851695,"iCell Hepatocytes","Mitochondrial Intensity"
"RFD-H","5",1,0.568107677150821,"iCell Hepatocytes","Mitochondrial Intensity"
"Expo-H","5",1,0.39339444104772,"iCell Hepatocytes","Mitochondrial Intensity"
"Expo-L","5",1,0.287585248832651,"iCell Hepatocytes","Mitochondrial Intensity"
"AC50-H","5",1,1.21989594353045,"iCell Hepatocytes","Mitochondrial Intensity"
"POD-H","5",1,0.510916318055161,"iCell Hepatocytes","Mitochondrial Intensity"
"RFD-L","5",1,0.321407062921355,"iCell Hepatocytes","Mitochondrial Intensity"
"AC50-L","6",1,0.372860778554078,"iCell Hepatocytes","Mitochondrial Intensity"
"POD-L","6",1,0.820204526338285,"iCell Hepatocytes","Mitochondrial Intensity"
"RFD-H","6",1,0.346594816540315,"iCell Hepatocytes","Mitochondrial Intensity"
"Expo-H","6",1,0.476117075690993,"iCell Hepatocytes","Mitochondrial Intensity"
"Expo-L","6",1,0.296519475853166,"iCell Hepatocytes","Mitochondrial Intensity"
"AC50-H","6",1,1.12778363905653,"iCell Hepatocytes","Mitochondrial Intensity"
"POD-H","6",1,0.608313087564437,"iCell Hepatocytes","Mitochondrial Intensity"
"RFD-L","6",1,0.539149605819758,"iCell Hepatocytes","Mitochondrial Intensity"
"AC50-L","1",0.0001,0.727719214183038,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","1",0.0001,0.79839482510781,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","1",0.0001,0.874460948730235,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","1",0.0001,0.740297077144226,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","1",0.0001,1.00323430761859,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","1",0.0001,0.285098227120268,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","1",0.0001,0.810972688068999,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","1",0.0001,1.02180162913273,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","2",0.0001,0.690584571154768,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","2",0.0001,0.697771921418304,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","2",0.0001,0.753473885960709,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","2",0.0001,0.631887877335889,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","2",0.0001,1.19429803545759,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","2",0.0001,0.738500239578342,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","2",0.0001,0.920579779587925,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","2",0.0001,1.06252994729276,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","3",0.0001,0.561212266411116,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","3",0.0001,0.955917585050312,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","3",0.0001,1.09607091518927,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","3",0.0001,0.938548155246766,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","3",0.0001,0.893627216099665,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","3",0.0001,0.649856252994729,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","3",0.0001,1.11883085769046,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","3",0.0001,0.839722089123143,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","4",0.0001,1.06574103292311,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","4",0.0001,1.10739455138319,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","4",0.0001,1.11538866098664,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","4",0.0001,1.08593667823709,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","4",0.0001,1.04638687283055,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","4",0.0001,0.465762070053645,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","4",0.0001,1.06868623119806,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","4",0.0001,1.11202272010098,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","5",0.0001,0.821710318712528,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","5",0.0001,0.976122856842327,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","5",0.0001,0.967287262017461,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","5",0.0001,1.04764910066267,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","5",0.0001,0.962659093299674,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","5",0.0001,0.702640159882192,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","5",0.0001,0.990848848217103,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","5",0.0001,0.973598401178079,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","6",0.0001,0.875986115493847,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","6",0.0001,1.14063321762912,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","6",0.0001,0.992952561270643,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","6",0.0001,0.944987903649942,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","6",0.0001,1.02661197012727,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","6",0.0001,0.859156411065531,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","6",0.0001,1.06489954770169,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","6",0.0001,1.01777637530241,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","1",0.001,0.711547676090081,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","1",0.001,0.819956875898419,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","1",0.001,0.846310493531385,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","1",0.001,0.933756588404408,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","1",0.001,1.11763296597988,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","1",0.001,0.355773838045041,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","1",0.001,0.890632486823191,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","1",0.001,0.876257786296119,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","2",0.001,0.574988021082894,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","2",0.001,0.815764254911356,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","2",0.001,0.604935313847628,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","2",0.001,0.531264973646382,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","2",0.001,1.11942980354576,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","2",0.001,0.111403929084811,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","2",0.001,1.00922376617154,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","2",0.001,1.01701006229037,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","3",0.001,0.667225682798275,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","3",0.001,1.08528988979396,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","3",0.001,1.22244849065644,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","3",0.001,0.876856732151414,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","3",0.001,1.02299952084332,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","3",0.001,0.3378054623862,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","3",0.001,0.447412553905127,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","3",0.001,0.924173454719693,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","4",0.001,1.04049647628064,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","4",0.001,1.11791311665089,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","4",0.001,1.00725781003471,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","4",0.001,1.03713053539497,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","4",0.001,1.06952771641948,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","4",0.001,0.26043967602819,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","4",0.001,1.06153360681603,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","4",0.001,1.11076049226885,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","5",0.001,0.716103923424845,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","5",0.001,0.936152308825076,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","5",0.001,0.903755127800568,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","5",0.001,0.847796360576417,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","5",0.001,1.03713053539497,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","5",0.001,0.111076049226885,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","5",0.001,1.01525191963816,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","5",0.001,1.00978226569896,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","6",0.001,1.13305985063637,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","6",0.001,1.05732618070895,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","6",0.001,1.03081939623435,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","6",0.001,0.952140528031976,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","6",0.001,1.11791311665089,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","6",0.001,0.236036604607132,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","6",0.001,1.04260018933417,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","6",0.001,0.993373303881351,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","1",0.1,0.473167225682798,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","1",0.1,0.627695256348826,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","1",0.1,0.770843315764255,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","1",0.1,0.953521801629133,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","1",0.1,1.1032582654528,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","1",0.1,0.745088643986584,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","1",0.1,0.209032103497844,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","1",0.1,0.591758505031145,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","2",0.01,0.295879252515573,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","2",0.01,0.361164350742693,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","2",0.01,0.46058936272161,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","2",0.01,0.645064686152372,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","2",0.01,1.14218974604696,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","2",0.01,0.452204120747484,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","2",0.01,0.466578821274557,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","2",0.01,1.08528988979396,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","3",0.01,0.515093435553426,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","3",0.01,0.913991375179684,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","3",0.01,0.924772400574988,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","3",0.01,0.858289410637279,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","3",0.01,1.05294681360805,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","3",0.01,0.829540009583134,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","3",0.01,0.255749880210829,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","3",0.01,0.865476760900815,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","4",0.01,0.92731671400021,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","4",0.01,1.15409698117177,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","4",0.01,1.19785421268539,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","4",0.01,1.15115178289681,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","4",0.01,1.11076049226885,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","4",0.01,0.188071946986431,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","4",0.01,0.847796360576417,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","4",0.01,1.09519301567266,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","5",0.01,0.767434521931209,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","5",0.01,0.873882402440307,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","5",0.01,1.0064163248133,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","5",0.01,0.876827600715262,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","5",0.01,0.967708004628169,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","5",0.01,0.137162091090775,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","5",0.01,1.03039865362365,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","5",0.01,0.930682654885874,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","6",0.01,0.801514673398548,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","6",0.01,0.966866519406753,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","6",0.01,1.03502682234143,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","6",0.01,1.00094667087409,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","6",0.01,1.04344167455559,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","6",0.01,0.453560534343116,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","6",0.01,0.627747975176186,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","6",0.01,1.02913642579152,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","1",0.1,0.473167225682798,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","1",0.1,0.627695256348826,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","1",0.1,0.770843315764255,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","1",0.1,0.953521801629133,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","1",0.1,1.1032582654528,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","1",0.1,0.745088643986584,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","1",0.1,0.209032103497844,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","1",0.1,0.591758505031145,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","2",0.1,0.0670819357930043,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","2",0.1,0.635481552467657,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","2",0.1,0.366554863440345,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","2",0.1,0.459391471011021,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","2",0.1,1.25,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","2",0.1,0.699568758984188,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","2",0.1,0.59115955917585,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","2",0.1,0.950527072352659,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","3",0.1,0.106612362242453,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","3",0.1,0.872664111164351,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","3",0.1,1.17573071394346,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","3",0.1,0.924173454719693,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","3",0.1,0.951126018207954,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","3",0.1,0.858888356492573,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","3",0.1,0.179683756588404,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","3",0.1,0.987062769525635,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","4",0.1,0.167876301672452,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","4",0.1,1.03923424844851,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","4",0.1,1.22057431366362,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","4",0.1,1.17345114126433,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","4",0.1,1.12422425581151,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","4",0.1,0.557904701798675,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","4",0.1,0.223414326285895,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","4",0.1,1.04428315977701,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","5",0.1,0.054275796781319,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","5",0.1,1.01230672136321,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","5",0.1,1.05942989376249,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","5",0.1,0.883559482486589,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","5",0.1,1.0758388555801,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","5",0.1,0.495634795413906,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","5",0.1,0.120332386662459,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","5",0.1,1.06742400336594,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","6",0.1,0.0988745135163564,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","6",0.1,0.948353844535605,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","6",0.1,1.09982118439045,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","6",0.1,1.00052592826338,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","6",0.1,1.06237509203745,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","6",0.1,0.681603029346797,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","6",0.1,0.348795624276849,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","6",0.1,1.08972336173346,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","1",1,0.149137517968376,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","1",1,0.389913751796838,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","1",1,0.117393387637758,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","1",1,0.0533061811212266,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","1",1,0.0293483469094394,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","1",1,0.208433157642549,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","1",1,0.0377335888835649,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","1",1,0.0137757546717777,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","2",1,0.095831336847149,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","2",1,0.180282702443699,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","2",1,0.201245807379013,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","2",1,0.0209631049353138,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","2",1,0.0443219932918064,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","2",1,0.440225203641591,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","2",1,0.0299472927647341,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","2",1,0.0347388596070915,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","3",1,0.145543842836608,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","3",1,0.383924293243891,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","3",1,0.155126976521322,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","3",1,0.0311451844753234,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","3",1,0.0551030186871107,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","3",1,0.512697652132247,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","3",1,0.082654528030666,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","3",1,0.0221609966459032,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","4",1,0.116545703166088,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","4",1,0.201535710529084,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","4",1,0.103081939623435,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","4",1,0.0820448090880404,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","4",1,0.107289365730514,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","4",1,0.620174608183444,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","4",1,0.125802040601662,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","4",1,0.0538550541706111,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","5",1,0.0967708004628169,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","5",1,0.0900389186914905,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","5",1,0.0332386662459241,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","5",1,0.0273482696960135,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","5",1,0.0286104975281372,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","5",1,0.489744398863995,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","5",1,0.0664773324918481,"iCell Hepatocytes","Mitochondrial Integrity"
